,gene_id,database,kegg_id
8384,WA5_RS14550,KEGG_Pathway,map00010
8385,WA5_RS14550,KEGG_Pathway,map00230
8386,WA5_RS14550,KEGG_Pathway,map00620
8387,WA5_RS14550,KEGG_Pathway,map01100
8388,WA5_RS14550,KEGG_Pathway,map01110
8389,WA5_RS14550,KEGG_Pathway,map01120
8390,WA5_RS14550,KEGG_Pathway,map01130
8391,WA5_RS14550,KEGG_Pathway,map01200
8392,WA5_RS14550,KEGG_Pathway,map01230
8393,WA5_RS14550,KEGG_Pathway,map04922
8394,WA5_RS14550,KEGG_Pathway,map04930
8395,WA5_RS14550,KEGG_Pathway,map05165
8396,WA5_RS14550,KEGG_Pathway,map05203
8397,WA5_RS14550,KEGG_Pathway,map05230
8413,WA5_RS14555,KEGG_Pathway,map00010
8414,WA5_RS14555,KEGG_Pathway,map00020
8415,WA5_RS14555,KEGG_Pathway,map00270
8416,WA5_RS14555,KEGG_Pathway,map00620
8417,WA5_RS14555,KEGG_Pathway,map00630
8418,WA5_RS14555,KEGG_Pathway,map00640
8419,WA5_RS14555,KEGG_Pathway,map00680
8420,WA5_RS14555,KEGG_Pathway,map00710
8421,WA5_RS14555,KEGG_Pathway,map00720
8422,WA5_RS14555,KEGG_Pathway,map01100
8423,WA5_RS14555,KEGG_Pathway,map01110
8424,WA5_RS14555,KEGG_Pathway,map01120
8425,WA5_RS14555,KEGG_Pathway,map01130
8426,WA5_RS14555,KEGG_Pathway,map01200
8427,WA5_RS14555,KEGG_Pathway,map04922
8434,WA5_RS14590,KEGG_Pathway,map00620
8435,WA5_RS14590,KEGG_Pathway,map00630
8436,WA5_RS14590,KEGG_Pathway,map01100
8437,WA5_RS14590,KEGG_Pathway,map01110
8438,WA5_RS14590,KEGG_Pathway,map01120
8439,WA5_RS14590,KEGG_Pathway,map01130
8447,WA5_RS14640,KEGG_Pathway,map04013
8448,WA5_RS14640,KEGG_Pathway,map04068
8449,WA5_RS14640,KEGG_Pathway,map04146
8450,WA5_RS14640,KEGG_Pathway,map04211
8451,WA5_RS14640,KEGG_Pathway,map04212
8452,WA5_RS14640,KEGG_Pathway,map04213
8453,WA5_RS14640,KEGG_Pathway,map05016
8456,WA5_RS14660,KEGG_Pathway,map00910
8457,WA5_RS14660,KEGG_Pathway,map01120
8461,WA5_RS14710,KEGG_Pathway,map02024
8462,WA5_RS14710,KEGG_Pathway,map03060
8463,WA5_RS14710,KEGG_Pathway,map03070
8466,WA5_RS14855,KEGG_Pathway,map01524
8467,WA5_RS14855,KEGG_Pathway,map04016
8470,WA5_RS14910,KEGG_Pathway,map01524
8471,WA5_RS14910,KEGG_Pathway,map04016
8475,WA5_RS14925,KEGG_Pathway,map00450
8476,WA5_RS14925,KEGG_Pathway,map04621
8477,WA5_RS14925,KEGG_Pathway,map05418
8480,WA5_RS14950,KEGG_Pathway,map03030
8481,WA5_RS14950,KEGG_Pathway,map04112
8483,WA5_RS14955,KEGG_Pathway,map03010
8487,WA5_RS14960,KEGG_Pathway,map03030
8488,WA5_RS14960,KEGG_Pathway,map03430
8489,WA5_RS14960,KEGG_Pathway,map03440
8491,WA5_RS14965,KEGG_Pathway,map03010
8493,WA5_RS15015,KEGG_Pathway,map02010
8498,WA5_RS15030,KEGG_Pathway,map00521
8499,WA5_RS15030,KEGG_Pathway,map00562
8500,WA5_RS15030,KEGG_Pathway,map01100
8501,WA5_RS15030,KEGG_Pathway,map01130
8503,WA5_RS15050,KEGG_Pathway,map03410
8507,WA5_RS15080,KEGG_Pathway,map00620
8508,WA5_RS15080,KEGG_Pathway,map01200
8509,WA5_RS15080,KEGG_Pathway,map02020
8516,WA5_RS15085,KEGG_Pathway,map00030
8517,WA5_RS15085,KEGG_Pathway,map01100
8518,WA5_RS15085,KEGG_Pathway,map01110
8519,WA5_RS15085,KEGG_Pathway,map01120
8520,WA5_RS15085,KEGG_Pathway,map01130
8521,WA5_RS15085,KEGG_Pathway,map01200
8523,WA5_RS15105,KEGG_Pathway,map00360
8526,WA5_RS15125,KEGG_Pathway,map00240
8527,WA5_RS15125,KEGG_Pathway,map01100
8529,WA5_RS15135,KEGG_Pathway,map00970
8533,WA5_RS15150,KEGG_Pathway,map00350
8534,WA5_RS15150,KEGG_Pathway,map01100
8535,WA5_RS15150,KEGG_Pathway,map01120
8539,WA5_RS15155,KEGG_Pathway,map00350
8540,WA5_RS15155,KEGG_Pathway,map01100
8541,WA5_RS15155,KEGG_Pathway,map01120
8545,WA5_RS15160,KEGG_Pathway,map00350
8546,WA5_RS15160,KEGG_Pathway,map01100
8547,WA5_RS15160,KEGG_Pathway,map01120
8550,WA5_RS15175,KEGG_Pathway,map00362
8551,WA5_RS15175,KEGG_Pathway,map01120
8560,WA5_RS15195,KEGG_Pathway,map00400
8561,WA5_RS15195,KEGG_Pathway,map00405
8562,WA5_RS15195,KEGG_Pathway,map01100
8563,WA5_RS15195,KEGG_Pathway,map01110
8564,WA5_RS15195,KEGG_Pathway,map01130
8565,WA5_RS15195,KEGG_Pathway,map01230
8566,WA5_RS15195,KEGG_Pathway,map02024
8567,WA5_RS15195,KEGG_Pathway,map02025
8576,WA5_RS15200,KEGG_Pathway,map00400
8577,WA5_RS15200,KEGG_Pathway,map00405
8578,WA5_RS15200,KEGG_Pathway,map01100
8579,WA5_RS15200,KEGG_Pathway,map01110
8580,WA5_RS15200,KEGG_Pathway,map01130
8581,WA5_RS15200,KEGG_Pathway,map01230
8582,WA5_RS15200,KEGG_Pathway,map02024
8583,WA5_RS15200,KEGG_Pathway,map02025
8589,WA5_RS15205,KEGG_Pathway,map00400
8590,WA5_RS15205,KEGG_Pathway,map01100
8591,WA5_RS15205,KEGG_Pathway,map01110
8592,WA5_RS15205,KEGG_Pathway,map01130
8593,WA5_RS15205,KEGG_Pathway,map01230
8599,WA5_RS15210,KEGG_Pathway,map00400
8600,WA5_RS15210,KEGG_Pathway,map01100
8601,WA5_RS15210,KEGG_Pathway,map01110
8602,WA5_RS15210,KEGG_Pathway,map01130
8603,WA5_RS15210,KEGG_Pathway,map01230
8610,WA5_RS15215,KEGG_Pathway,map00260
8611,WA5_RS15215,KEGG_Pathway,map00400
8612,WA5_RS15215,KEGG_Pathway,map01100
8613,WA5_RS15215,KEGG_Pathway,map01110
8614,WA5_RS15215,KEGG_Pathway,map01130
8615,WA5_RS15215,KEGG_Pathway,map01230
8622,WA5_RS15220,KEGG_Pathway,map00260
8623,WA5_RS15220,KEGG_Pathway,map00400
8624,WA5_RS15220,KEGG_Pathway,map01100
8625,WA5_RS15220,KEGG_Pathway,map01110
8626,WA5_RS15220,KEGG_Pathway,map01130
8627,WA5_RS15220,KEGG_Pathway,map01230
8632,WA5_RS15225,KEGG_Pathway,map00053
8633,WA5_RS15225,KEGG_Pathway,map01100
8634,WA5_RS15225,KEGG_Pathway,map01120
8635,WA5_RS15225,KEGG_Pathway,map02060
8640,WA5_RS15230,KEGG_Pathway,map00053
8641,WA5_RS15230,KEGG_Pathway,map01100
8642,WA5_RS15230,KEGG_Pathway,map01120
8643,WA5_RS15230,KEGG_Pathway,map02060
8646,WA5_RS15300,KEGG_Pathway,map03060
8647,WA5_RS15300,KEGG_Pathway,map03070
8655,WA5_RS15315,KEGG_Pathway,map00361
8656,WA5_RS15315,KEGG_Pathway,map00362
8657,WA5_RS15315,KEGG_Pathway,map00364
8658,WA5_RS15315,KEGG_Pathway,map00623
8659,WA5_RS15315,KEGG_Pathway,map01100
8660,WA5_RS15315,KEGG_Pathway,map01120
8661,WA5_RS15315,KEGG_Pathway,map01220
8669,WA5_RS15320,KEGG_Pathway,map00361
8670,WA5_RS15320,KEGG_Pathway,map00362
8671,WA5_RS15320,KEGG_Pathway,map00364
8672,WA5_RS15320,KEGG_Pathway,map00623
8673,WA5_RS15320,KEGG_Pathway,map01100
8674,WA5_RS15320,KEGG_Pathway,map01120
8675,WA5_RS15320,KEGG_Pathway,map01220
8681,WA5_RS15345,KEGG_Pathway,map00521
8682,WA5_RS15345,KEGG_Pathway,map00562
8683,WA5_RS15345,KEGG_Pathway,map01100
8684,WA5_RS15345,KEGG_Pathway,map01120
8685,WA5_RS15345,KEGG_Pathway,map01130
8691,WA5_RS15350,KEGG_Pathway,map00521
8692,WA5_RS15350,KEGG_Pathway,map00562
8693,WA5_RS15350,KEGG_Pathway,map01100
8694,WA5_RS15350,KEGG_Pathway,map01120
8695,WA5_RS15350,KEGG_Pathway,map01130
8699,WA5_RS15390,KEGG_Pathway,map00730
8700,WA5_RS15390,KEGG_Pathway,map00750
8701,WA5_RS15390,KEGG_Pathway,map01100
8703,WA5_RS15405,KEGG_Pathway,map02010
8707,WA5_RS15425,KEGG_Pathway,map00730
8708,WA5_RS15425,KEGG_Pathway,map00750
8709,WA5_RS15425,KEGG_Pathway,map01100
8712,WA5_RS15455,KEGG_Pathway,map03013
8713,WA5_RS15455,KEGG_Pathway,map03018
8717,WA5_RS15480,KEGG_Pathway,map00450
8718,WA5_RS15480,KEGG_Pathway,map04621
8719,WA5_RS15480,KEGG_Pathway,map05418
8722,WA5_RS15485,KEGG_Pathway,map04621
8723,WA5_RS15485,KEGG_Pathway,map05418
8725,WA5_RS15490,KEGG_Pathway,map01503
8729,WA5_RS15515,KEGG_Pathway,map02024
8730,WA5_RS15515,KEGG_Pathway,map03060
8731,WA5_RS15515,KEGG_Pathway,map03070
8733,WA5_RS15525,KEGG_Pathway,map03010
8734,WA5_RS00010,KEGG_Module,M00260
8735,WA5_RS00155,KEGG_Module,M00244
8736,WA5_RS00160,KEGG_Module,M00243
8737,WA5_RS00160,KEGG_Module,M00244
8738,WA5_RS00165,KEGG_Module,M00244
8739,WA5_RS00170,KEGG_Module,M00221
8740,WA5_RS00175,KEGG_Module,M00221
8741,WA5_RS00180,KEGG_Module,M00221
8742,WA5_RS00205,KEGG_Module,M00240
8743,WA5_RS00210,KEGG_Module,M00240
8744,WA5_RS00280,KEGG_Module,M00027
8745,WA5_RS00285,KEGG_Module,M00780
8746,WA5_RS00285,KEGG_Module,M00823
8747,WA5_RS00390,KEGG_Module,M00123
8748,WA5_RS00390,KEGG_Module,M00573
8749,WA5_RS00390,KEGG_Module,M00577
8750,WA5_RS00420,KEGG_Module,M00702
8751,WA5_RS00445,KEGG_Module,M00098
8752,WA5_RS00450,KEGG_Module,M00098
8753,WA5_RS00525,KEGG_Module,M00012
8754,WA5_RS00530,KEGG_Module,M00012
8755,WA5_RS00610,KEGG_Module,M00014
8756,WA5_RS00615,KEGG_Module,M00119
8757,WA5_RS00620,KEGG_Module,M00119
8758,WA5_RS00720,KEGG_Module,M00119
8759,WA5_RS00840,KEGG_Module,M00013
8760,WA5_RS00870,KEGG_Module,M00715
8761,WA5_RS01040,KEGG_Module,M00250
8762,WA5_RS01040,KEGG_Module,M00254
8763,WA5_RS01045,KEGG_Module,M00254
8764,WA5_RS01110,KEGG_Module,M00189
8765,WA5_RS01115,KEGG_Module,M00189
8766,WA5_RS01125,KEGG_Module,M00607
8767,WA5_RS01135,KEGG_Module,M00026
8768,WA5_RS01170,KEGG_Module,M00135
8769,WA5_RS01190,KEGG_Module,M00025
8770,WA5_RS01245,KEGG_Module,M00121
8771,WA5_RS01245,KEGG_Module,M00359
8772,WA5_RS01245,KEGG_Module,M00360
8773,WA5_RS01280,KEGG_Module,M00260
8774,WA5_RS01305,KEGG_Module,M00260
8775,WA5_RS01315,KEGG_Module,M00432
8776,WA5_RS01325,KEGG_Module,M00016
8777,WA5_RS01325,KEGG_Module,M00017
8778,WA5_RS01325,KEGG_Module,M00018
8779,WA5_RS01325,KEGG_Module,M00033
8780,WA5_RS01325,KEGG_Module,M00525
8781,WA5_RS01325,KEGG_Module,M00526
8782,WA5_RS01325,KEGG_Module,M00527
8783,WA5_RS01330,KEGG_Module,M00016
8784,WA5_RS01330,KEGG_Module,M00017
8785,WA5_RS01330,KEGG_Module,M00018
8786,WA5_RS01330,KEGG_Module,M00033
8787,WA5_RS01330,KEGG_Module,M00525
8788,WA5_RS01330,KEGG_Module,M00526
8789,WA5_RS01330,KEGG_Module,M00527
8790,WA5_RS01345,KEGG_Module,M00532
8791,WA5_RS01500,KEGG_Module,M00083
8792,WA5_RS01500,KEGG_Module,M00572
8793,WA5_RS01510,KEGG_Module,M00032
8794,WA5_RS01625,KEGG_Module,M00695
8795,WA5_RS01630,KEGG_Module,M00260
8796,WA5_RS01690,KEGG_Module,M00361
8797,WA5_RS01690,KEGG_Module,M00362
8798,WA5_RS01690,KEGG_Module,M00632
8799,WA5_RS01690,KEGG_Module,M00793
8800,WA5_RS01730,KEGG_Module,M00793
8801,WA5_RS01735,KEGG_Module,M00793
8802,WA5_RS01740,KEGG_Module,M00793
8803,WA5_RS01750,KEGG_Module,M00240
8804,WA5_RS01805,KEGG_Module,M00793
8805,WA5_RS01870,KEGG_Module,M00014
8806,WA5_RS01870,KEGG_Module,M00129
8807,WA5_RS01870,KEGG_Module,M00361
8808,WA5_RS01870,KEGG_Module,M00362
8809,WA5_RS01890,KEGG_Module,M00009
8810,WA5_RS01890,KEGG_Module,M00011
8811,WA5_RS01890,KEGG_Module,M00036
8812,WA5_RS01890,KEGG_Module,M00307
8813,WA5_RS01890,KEGG_Module,M00532
8814,WA5_RS01895,KEGG_Module,M00129
8815,WA5_RS01895,KEGG_Module,M00361
8816,WA5_RS01895,KEGG_Module,M00362
8817,WA5_RS01895,KEGG_Module,M00549
8818,WA5_RS01910,KEGG_Module,M00009
8819,WA5_RS01910,KEGG_Module,M00011
8820,WA5_RS01910,KEGG_Module,M00149
8821,WA5_RS01910,KEGG_Module,M00173
8822,WA5_RS01910,KEGG_Module,M00374
8823,WA5_RS01910,KEGG_Module,M00376
8824,WA5_RS01915,KEGG_Module,M00009
8825,WA5_RS01915,KEGG_Module,M00011
8826,WA5_RS01915,KEGG_Module,M00115
8827,WA5_RS01915,KEGG_Module,M00149
8828,WA5_RS01915,KEGG_Module,M00173
8829,WA5_RS01915,KEGG_Module,M00374
8830,WA5_RS01915,KEGG_Module,M00376
8831,WA5_RS01920,KEGG_Module,M00009
8832,WA5_RS01920,KEGG_Module,M00011
8833,WA5_RS01920,KEGG_Module,M00149
8834,WA5_RS01920,KEGG_Module,M00173
8835,WA5_RS01920,KEGG_Module,M00374
8836,WA5_RS01920,KEGG_Module,M00376
8837,WA5_RS02005,KEGG_Module,M00240
8838,WA5_RS02010,KEGG_Module,M00240
8839,WA5_RS02015,KEGG_Module,M00240
8840,WA5_RS02055,KEGG_Module,M00086
8841,WA5_RS02065,KEGG_Module,M00001
8842,WA5_RS02065,KEGG_Module,M00002
8843,WA5_RS02065,KEGG_Module,M00003
8844,WA5_RS02070,KEGG_Module,M00443
8845,WA5_RS02075,KEGG_Module,M00443
8846,WA5_RS02085,KEGG_Module,M00258
8847,WA5_RS02105,KEGG_Module,M00015
8848,WA5_RS02125,KEGG_Module,M00121
8849,WA5_RS02130,KEGG_Module,M00121
8850,WA5_RS02150,KEGG_Module,M00044
8851,WA5_RS02155,KEGG_Module,M00022
8852,WA5_RS02160,KEGG_Module,M00022
8853,WA5_RS02170,KEGG_Module,M00190
8854,WA5_RS02175,KEGG_Module,M00190
8855,WA5_RS02180,KEGG_Module,M00190
8856,WA5_RS02185,KEGG_Module,M00121
8857,WA5_RS02195,KEGG_Module,M00121
8858,WA5_RS02215,KEGG_Module,M00121
8859,WA5_RS02220,KEGG_Module,M00121
8860,WA5_RS02225,KEGG_Module,M00121
8861,WA5_RS02280,KEGG_Module,M00116
8862,WA5_RS02290,KEGG_Module,M00116
8863,WA5_RS02305,KEGG_Module,M00016
8864,WA5_RS02305,KEGG_Module,M00525
8865,WA5_RS02305,KEGG_Module,M00526
8866,WA5_RS02305,KEGG_Module,M00527
8867,WA5_RS02350,KEGG_Module,M00116
8868,WA5_RS02365,KEGG_Module,M00116
8869,WA5_RS02370,KEGG_Module,M00116
8870,WA5_RS02390,KEGG_Module,M00116
8871,WA5_RS02390,KEGG_Module,M00117
8872,WA5_RS02430,KEGG_Module,M00335
8873,WA5_RS02440,KEGG_Module,M00178
8874,WA5_RS02440,KEGG_Module,M00179
8875,WA5_RS02445,KEGG_Module,M00178
8876,WA5_RS02445,KEGG_Module,M00179
8877,WA5_RS02455,KEGG_Module,M00027
8878,WA5_RS02460,KEGG_Module,M00027
8879,WA5_RS02485,KEGG_Module,M00178
8880,WA5_RS02485,KEGG_Module,M00179
8881,WA5_RS02490,KEGG_Module,M00178
8882,WA5_RS02500,KEGG_Module,M00183
8883,WA5_RS02505,KEGG_Module,M00183
8884,WA5_RS02525,KEGG_Module,M00178
8885,WA5_RS02525,KEGG_Module,M00179
8886,WA5_RS02530,KEGG_Module,M00178
8887,WA5_RS02530,KEGG_Module,M00179
8888,WA5_RS02550,KEGG_Module,M00240
8889,WA5_RS02555,KEGG_Module,M00240
8890,WA5_RS02560,KEGG_Module,M00240
8891,WA5_RS02565,KEGG_Module,M00009
8892,WA5_RS02565,KEGG_Module,M00011
8893,WA5_RS02570,KEGG_Module,M00178
8894,WA5_RS02570,KEGG_Module,M00179
8895,WA5_RS02575,KEGG_Module,M00178
8896,WA5_RS02575,KEGG_Module,M00179
8897,WA5_RS02580,KEGG_Module,M00178
8898,WA5_RS02585,KEGG_Module,M00178
8899,WA5_RS02585,KEGG_Module,M00179
8900,WA5_RS02590,KEGG_Module,M00178
8901,WA5_RS02590,KEGG_Module,M00179
8902,WA5_RS02595,KEGG_Module,M00178
8903,WA5_RS02595,KEGG_Module,M00179
8904,WA5_RS02600,KEGG_Module,M00178
8905,WA5_RS02600,KEGG_Module,M00179
8906,WA5_RS02605,KEGG_Module,M00178
8907,WA5_RS02605,KEGG_Module,M00179
8908,WA5_RS02610,KEGG_Module,M00178
8909,WA5_RS02615,KEGG_Module,M00178
8910,WA5_RS02615,KEGG_Module,M00179
8911,WA5_RS02620,KEGG_Module,M00178
8912,WA5_RS02620,KEGG_Module,M00179
8913,WA5_RS02635,KEGG_Module,M00178
8914,WA5_RS02635,KEGG_Module,M00179
8915,WA5_RS02640,KEGG_Module,M00178
8916,WA5_RS02640,KEGG_Module,M00179
8917,WA5_RS02645,KEGG_Module,M00178
8918,WA5_RS02645,KEGG_Module,M00179
8919,WA5_RS02685,KEGG_Module,M00582
8920,WA5_RS02690,KEGG_Module,M00582
8921,WA5_RS02695,KEGG_Module,M00582
8922,WA5_RS02715,KEGG_Module,M00178
8923,WA5_RS02715,KEGG_Module,M00179
8924,WA5_RS02720,KEGG_Module,M00178
8925,WA5_RS02720,KEGG_Module,M00179
8926,WA5_RS02725,KEGG_Module,M00178
8927,WA5_RS02725,KEGG_Module,M00179
8928,WA5_RS02730,KEGG_Module,M00178
8929,WA5_RS02730,KEGG_Module,M00179
8930,WA5_RS02735,KEGG_Module,M00178
8931,WA5_RS02735,KEGG_Module,M00179
8932,WA5_RS02740,KEGG_Module,M00178
8933,WA5_RS02740,KEGG_Module,M00179
8934,WA5_RS02745,KEGG_Module,M00013
8935,WA5_RS02755,KEGG_Module,M00135
8936,WA5_RS02755,KEGG_Module,M00555
8937,WA5_RS02765,KEGG_Module,M00545
8938,WA5_RS02780,KEGG_Module,M00173
8939,WA5_RS02780,KEGG_Module,M00374
8940,WA5_RS02785,KEGG_Module,M00173
8941,WA5_RS02785,KEGG_Module,M00374
8942,WA5_RS02800,KEGG_Module,M00335
8943,WA5_RS02805,KEGG_Module,M00049
8944,WA5_RS02825,KEGG_Module,M00178
8945,WA5_RS02825,KEGG_Module,M00179
8946,WA5_RS02830,KEGG_Module,M00178
8947,WA5_RS02830,KEGG_Module,M00179
8948,WA5_RS02835,KEGG_Module,M00178
8949,WA5_RS02835,KEGG_Module,M00179
8950,WA5_RS02840,KEGG_Module,M00183
8951,WA5_RS02845,KEGG_Module,M00178
8952,WA5_RS02920,KEGG_Module,M00178
8953,WA5_RS02920,KEGG_Module,M00179
8954,WA5_RS02925,KEGG_Module,M00178
8955,WA5_RS02925,KEGG_Module,M00179
8956,WA5_RS03030,KEGG_Module,M00050
8957,WA5_RS03035,KEGG_Module,M00050
8958,WA5_RS03050,KEGG_Module,M00050
8959,WA5_RS03130,KEGG_Module,M00097
8960,WA5_RS03140,KEGG_Module,M00364
8961,WA5_RS03140,KEGG_Module,M00365
8962,WA5_RS03140,KEGG_Module,M00366
8963,WA5_RS03170,KEGG_Module,M00258
8964,WA5_RS03175,KEGG_Module,M00258
8965,WA5_RS03180,KEGG_Module,M00238
8966,WA5_RS03185,KEGG_Module,M00238
8967,WA5_RS03190,KEGG_Module,M00238
8968,WA5_RS03230,KEGG_Module,M00240
8969,WA5_RS03240,KEGG_Module,M00140
8970,WA5_RS03240,KEGG_Module,M00377
8971,WA5_RS03290,KEGG_Module,M00009
8972,WA5_RS03290,KEGG_Module,M00010
8973,WA5_RS03290,KEGG_Module,M00012
8974,WA5_RS03290,KEGG_Module,M00740
8975,WA5_RS03310,KEGG_Module,M00009
8976,WA5_RS03310,KEGG_Module,M00010
8977,WA5_RS03310,KEGG_Module,M00173
8978,WA5_RS03310,KEGG_Module,M00740
8979,WA5_RS03320,KEGG_Module,M00240
8980,WA5_RS03325,KEGG_Module,M00240
8981,WA5_RS03330,KEGG_Module,M00240
8982,WA5_RS03335,KEGG_Module,M00240
8983,WA5_RS03360,KEGG_Module,M00240
8984,WA5_RS03365,KEGG_Module,M00240
8985,WA5_RS03370,KEGG_Module,M00240
8986,WA5_RS03375,KEGG_Module,M00359
8987,WA5_RS03375,KEGG_Module,M00360
8988,WA5_RS03420,KEGG_Module,M00114
8989,WA5_RS03430,KEGG_Module,M00009
8990,WA5_RS03430,KEGG_Module,M00011
8991,WA5_RS03430,KEGG_Module,M00036
8992,WA5_RS03430,KEGG_Module,M00307
8993,WA5_RS03430,KEGG_Module,M00532
8994,WA5_RS03435,KEGG_Module,M00173
8995,WA5_RS03470,KEGG_Module,M00009
8996,WA5_RS03470,KEGG_Module,M00010
8997,WA5_RS03470,KEGG_Module,M00012
8998,WA5_RS03470,KEGG_Module,M00740
8999,WA5_RS03490,KEGG_Module,M00082
9000,WA5_RS03490,KEGG_Module,M00741
9001,WA5_RS03525,KEGG_Module,M00373
9002,WA5_RS03525,KEGG_Module,M00741
9003,WA5_RS03530,KEGG_Module,M00373
9004,WA5_RS03530,KEGG_Module,M00741
9005,WA5_RS03545,KEGG_Module,M00048
9006,WA5_RS03560,KEGG_Module,M00048
9007,WA5_RS03585,KEGG_Module,M00083
9008,WA5_RS03585,KEGG_Module,M00572
9009,WA5_RS03610,KEGG_Module,M00207
9010,WA5_RS03615,KEGG_Module,M00207
9011,WA5_RS03625,KEGG_Module,M00207
9012,WA5_RS03630,KEGG_Module,M00189
9013,WA5_RS03630,KEGG_Module,M00194
9014,WA5_RS03630,KEGG_Module,M00196
9015,WA5_RS03630,KEGG_Module,M00197
9016,WA5_RS03630,KEGG_Module,M00198
9017,WA5_RS03630,KEGG_Module,M00200
9018,WA5_RS03630,KEGG_Module,M00201
9019,WA5_RS03630,KEGG_Module,M00206
9020,WA5_RS03630,KEGG_Module,M00207
9021,WA5_RS03630,KEGG_Module,M00491
9022,WA5_RS03630,KEGG_Module,M00602
9023,WA5_RS03630,KEGG_Module,M00605
9024,WA5_RS03630,KEGG_Module,M00606
9025,WA5_RS03690,KEGG_Module,M00114
9026,WA5_RS03690,KEGG_Module,M00361
9027,WA5_RS03690,KEGG_Module,M00362
9028,WA5_RS03710,KEGG_Module,M00114
9029,WA5_RS03720,KEGG_Module,M00114
9030,WA5_RS03735,KEGG_Module,M00035
9031,WA5_RS03740,KEGG_Module,M00053
9032,WA5_RS03745,KEGG_Module,M00461
9033,WA5_RS03750,KEGG_Module,M00434
9034,WA5_RS03750,KEGG_Module,M00461
9035,WA5_RS03770,KEGG_Module,M00335
9036,WA5_RS03795,KEGG_Module,M00022
9037,WA5_RS03990,KEGG_Module,M00026
9038,WA5_RS03990,KEGG_Module,M00131
9039,WA5_RS04005,KEGG_Module,M00256
9040,WA5_RS04010,KEGG_Module,M00256
9041,WA5_RS04040,KEGG_Module,M00240
9042,WA5_RS04050,KEGG_Module,M00240
9043,WA5_RS04055,KEGG_Module,M00240
9044,WA5_RS04060,KEGG_Module,M00240
9045,WA5_RS04065,KEGG_Module,M00240
9046,WA5_RS04085,KEGG_Module,M00016
9047,WA5_RS04095,KEGG_Module,M00290
9048,WA5_RS04155,KEGG_Module,M00020
9049,WA5_RS04155,KEGG_Module,M00124
9050,WA5_RS04160,KEGG_Module,M00009
9051,WA5_RS04160,KEGG_Module,M00010
9052,WA5_RS04160,KEGG_Module,M00012
9053,WA5_RS04160,KEGG_Module,M00740
9054,WA5_RS04170,KEGG_Module,M00082
9055,WA5_RS04170,KEGG_Module,M00376
9056,WA5_RS04195,KEGG_Module,M00082
9057,WA5_RS04195,KEGG_Module,M00083
9058,WA5_RS04235,KEGG_Module,M00126
9059,WA5_RS04235,KEGG_Module,M00840
9060,WA5_RS04240,KEGG_Module,M00053
9061,WA5_RS04275,KEGG_Module,M00001
9062,WA5_RS04275,KEGG_Module,M00004
9063,WA5_RS04275,KEGG_Module,M00114
9064,WA5_RS04285,KEGG_Module,M00024
9065,WA5_RS04285,KEGG_Module,M00025
9066,WA5_RS04295,KEGG_Module,M00258
9067,WA5_RS04300,KEGG_Module,M00258
9068,WA5_RS04320,KEGG_Module,M00048
9069,WA5_RS04325,KEGG_Module,M00048
9070,WA5_RS04345,KEGG_Module,M00178
9071,WA5_RS04350,KEGG_Module,M00178
9072,WA5_RS04350,KEGG_Module,M00179
9073,WA5_RS04355,KEGG_Module,M00178
9074,WA5_RS04360,KEGG_Module,M00178
9075,WA5_RS04375,KEGG_Module,M00178
9076,WA5_RS04380,KEGG_Module,M00178
9077,WA5_RS04385,KEGG_Module,M00460
9078,WA5_RS04385,KEGG_Module,M00463
9079,WA5_RS04390,KEGG_Module,M00460
9080,WA5_RS04420,KEGG_Module,M00129
9081,WA5_RS04420,KEGG_Module,M00361
9082,WA5_RS04420,KEGG_Module,M00362
9083,WA5_RS04420,KEGG_Module,M00549
9084,WA5_RS04425,KEGG_Module,M00129
9085,WA5_RS04425,KEGG_Module,M00361
9086,WA5_RS04425,KEGG_Module,M00362
9087,WA5_RS04425,KEGG_Module,M00549
9088,WA5_RS04475,KEGG_Module,M00359
9089,WA5_RS04475,KEGG_Module,M00360
9090,WA5_RS04560,KEGG_Module,M00096
9091,WA5_RS04600,KEGG_Module,M00032
9092,WA5_RS04600,KEGG_Module,M00087
9093,WA5_RS04655,KEGG_Module,M00323
9094,WA5_RS04660,KEGG_Module,M00323
9095,WA5_RS04665,KEGG_Module,M00237
9096,WA5_RS04665,KEGG_Module,M00323
9097,WA5_RS04670,KEGG_Module,M00323
9098,WA5_RS04675,KEGG_Module,M00323
9099,WA5_RS04690,KEGG_Module,M00001
9100,WA5_RS04690,KEGG_Module,M00002
9101,WA5_RS04690,KEGG_Module,M00003
9102,WA5_RS04690,KEGG_Module,M00165
9103,WA5_RS04690,KEGG_Module,M00166
9104,WA5_RS04690,KEGG_Module,M00308
9105,WA5_RS04690,KEGG_Module,M00552
9106,WA5_RS04700,KEGG_Module,M00178
9107,WA5_RS04715,KEGG_Module,M00005
9108,WA5_RS04720,KEGG_Module,M00362
9109,WA5_RS04735,KEGG_Module,M00254
9110,WA5_RS04740,KEGG_Module,M00254
9111,WA5_RS04745,KEGG_Module,M00479
9112,WA5_RS04750,KEGG_Module,M00479
9113,WA5_RS04825,KEGG_Module,M00726
9114,WA5_RS04865,KEGG_Module,M00001
9115,WA5_RS04865,KEGG_Module,M00002
9116,WA5_RS04865,KEGG_Module,M00003
9117,WA5_RS04865,KEGG_Module,M00346
9118,WA5_RS04865,KEGG_Module,M00394
