,gene_id,database,kegg_id
5628,WA5_RS08130,KEGG_Pathway,map01130
5629,WA5_RS08130,KEGG_Pathway,map01230
5631,WA5_RS08145,KEGG_Pathway,map00970
5633,WA5_RS08160,KEGG_Pathway,map00970
5641,WA5_RS08210,KEGG_Pathway,map00260
5642,WA5_RS08210,KEGG_Pathway,map00270
5643,WA5_RS08210,KEGG_Pathway,map01100
5644,WA5_RS08210,KEGG_Pathway,map01110
5645,WA5_RS08210,KEGG_Pathway,map01130
5646,WA5_RS08210,KEGG_Pathway,map01200
5647,WA5_RS08210,KEGG_Pathway,map01230
5650,WA5_RS08215,KEGG_Pathway,map00564
5651,WA5_RS08215,KEGG_Pathway,map01110
5653,WA5_RS08220,KEGG_Pathway,map00970
5655,WA5_RS08245,KEGG_Pathway,map00230
5658,WA5_RS08250,KEGG_Pathway,map00230
5659,WA5_RS08250,KEGG_Pathway,map01100
5661,WA5_RS08255,KEGG_Pathway,map02024
5664,WA5_RS08260,KEGG_Pathway,map03060
5665,WA5_RS08260,KEGG_Pathway,map03070
5668,WA5_RS08265,KEGG_Pathway,map03060
5669,WA5_RS08265,KEGG_Pathway,map03070
5673,WA5_RS08270,KEGG_Pathway,map02024
5674,WA5_RS08270,KEGG_Pathway,map03060
5675,WA5_RS08270,KEGG_Pathway,map03070
5677,WA5_RS08275,KEGG_Pathway,map03440
5679,WA5_RS08280,KEGG_Pathway,map03440
5681,WA5_RS08285,KEGG_Pathway,map03440
5683,WA5_RS08295,KEGG_Pathway,map01040
5688,WA5_RS08320,KEGG_Pathway,map00562
5689,WA5_RS08320,KEGG_Pathway,map00564
5690,WA5_RS08320,KEGG_Pathway,map01100
5691,WA5_RS08320,KEGG_Pathway,map04070
5693,WA5_RS08325,KEGG_Pathway,map00230
5695,WA5_RS08330,KEGG_Pathway,map00970
5710,WA5_RS08410,KEGG_Pathway,map00010
5711,WA5_RS08410,KEGG_Pathway,map00030
5712,WA5_RS08410,KEGG_Pathway,map00051
5713,WA5_RS08410,KEGG_Pathway,map00052
5714,WA5_RS08410,KEGG_Pathway,map00680
5715,WA5_RS08410,KEGG_Pathway,map01100
5716,WA5_RS08410,KEGG_Pathway,map01110
5717,WA5_RS08410,KEGG_Pathway,map01120
5718,WA5_RS08410,KEGG_Pathway,map01130
5719,WA5_RS08410,KEGG_Pathway,map01200
5720,WA5_RS08410,KEGG_Pathway,map01230
5721,WA5_RS08410,KEGG_Pathway,map03018
5722,WA5_RS08410,KEGG_Pathway,map04152
5723,WA5_RS08410,KEGG_Pathway,map05230
5725,WA5_RS08420,KEGG_Pathway,map01503
5728,WA5_RS08455,KEGG_Pathway,map00730
5729,WA5_RS08455,KEGG_Pathway,map01100
5731,WA5_RS08565,KEGG_Pathway,map02024
5735,WA5_RS08665,KEGG_Pathway,map03410
5736,WA5_RS08665,KEGG_Pathway,map03430
5737,WA5_RS08665,KEGG_Pathway,map03440
5740,WA5_RS08770,KEGG_Pathway,map00860
5741,WA5_RS08770,KEGG_Pathway,map01100
5743,WA5_RS08780,KEGG_Pathway,map01100
5746,WA5_RS16495,KEGG_Pathway,map03420
5747,WA5_RS16495,KEGG_Pathway,map03430
5750,WA5_RS08825,KEGG_Pathway,map00770
5751,WA5_RS08825,KEGG_Pathway,map01100
5755,WA5_RS08850,KEGG_Pathway,map00270
5756,WA5_RS08850,KEGG_Pathway,map01100
5757,WA5_RS08850,KEGG_Pathway,map05206
5759,WA5_RS08915,KEGG_Pathway,map01100
5766,WA5_RS08985,KEGG_Pathway,map00230
5767,WA5_RS08985,KEGG_Pathway,map00240
5768,WA5_RS08985,KEGG_Pathway,map01100
5769,WA5_RS08985,KEGG_Pathway,map03030
5770,WA5_RS08985,KEGG_Pathway,map03430
5771,WA5_RS08985,KEGG_Pathway,map03440
5775,WA5_RS09280,KEGG_Pathway,map03030
5776,WA5_RS09280,KEGG_Pathway,map03430
5777,WA5_RS09280,KEGG_Pathway,map03440
5784,WA5_RS09425,KEGG_Pathway,map00260
5785,WA5_RS09425,KEGG_Pathway,map00561
5786,WA5_RS09425,KEGG_Pathway,map00630
5787,WA5_RS09425,KEGG_Pathway,map01100
5788,WA5_RS09425,KEGG_Pathway,map01120
5789,WA5_RS09425,KEGG_Pathway,map01130
5795,WA5_RS09475,KEGG_Pathway,map00730
5796,WA5_RS09475,KEGG_Pathway,map00900
5797,WA5_RS09475,KEGG_Pathway,map01100
5798,WA5_RS09475,KEGG_Pathway,map01110
5799,WA5_RS09475,KEGG_Pathway,map01130
5803,WA5_RS09490,KEGG_Pathway,map00240
5804,WA5_RS09490,KEGG_Pathway,map00983
5805,WA5_RS09490,KEGG_Pathway,map01100
5810,WA5_RS09510,KEGG_Pathway,map00521
5811,WA5_RS09510,KEGG_Pathway,map00562
5812,WA5_RS09510,KEGG_Pathway,map01100
5813,WA5_RS09510,KEGG_Pathway,map04070
5825,WA5_RS09515,KEGG_Pathway,map00010
5826,WA5_RS09515,KEGG_Pathway,map00052
5827,WA5_RS09515,KEGG_Pathway,map00500
5828,WA5_RS09515,KEGG_Pathway,map00520
5829,WA5_RS09515,KEGG_Pathway,map00521
5830,WA5_RS09515,KEGG_Pathway,map00524
5831,WA5_RS09515,KEGG_Pathway,map01100
5832,WA5_RS09515,KEGG_Pathway,map01110
5833,WA5_RS09515,KEGG_Pathway,map01120
5834,WA5_RS09515,KEGG_Pathway,map01130
5835,WA5_RS09515,KEGG_Pathway,map01200
5838,WA5_RS09560,KEGG_Pathway,map02026
5839,WA5_RS09560,KEGG_Pathway,map05111
5843,WA5_RS09570,KEGG_Pathway,map00052
5844,WA5_RS09570,KEGG_Pathway,map00520
5845,WA5_RS09570,KEGG_Pathway,map01100
5847,WA5_RS09590,KEGG_Pathway,map02026
5859,WA5_RS09625,KEGG_Pathway,map00010
5860,WA5_RS09625,KEGG_Pathway,map00030
5861,WA5_RS09625,KEGG_Pathway,map00051
5862,WA5_RS09625,KEGG_Pathway,map00052
5863,WA5_RS09625,KEGG_Pathway,map00680
5864,WA5_RS09625,KEGG_Pathway,map01100
5865,WA5_RS09625,KEGG_Pathway,map01110
5866,WA5_RS09625,KEGG_Pathway,map01120
5867,WA5_RS09625,KEGG_Pathway,map01130
5868,WA5_RS09625,KEGG_Pathway,map01200
5869,WA5_RS09625,KEGG_Pathway,map01230
5871,WA5_RS09630,KEGG_Pathway,map02060
5883,WA5_RS09640,KEGG_Pathway,map00010
5884,WA5_RS09640,KEGG_Pathway,map00030
5885,WA5_RS09640,KEGG_Pathway,map00051
5886,WA5_RS09640,KEGG_Pathway,map00052
5887,WA5_RS09640,KEGG_Pathway,map00680
5888,WA5_RS09640,KEGG_Pathway,map01100
5889,WA5_RS09640,KEGG_Pathway,map01110
5890,WA5_RS09640,KEGG_Pathway,map01120
5891,WA5_RS09640,KEGG_Pathway,map01130
5892,WA5_RS09640,KEGG_Pathway,map01200
5893,WA5_RS09640,KEGG_Pathway,map01230
5898,WA5_RS09645,KEGG_Pathway,map00051
5899,WA5_RS09645,KEGG_Pathway,map01100
5900,WA5_RS09645,KEGG_Pathway,map01120
5901,WA5_RS09645,KEGG_Pathway,map02060
5908,WA5_RS09680,KEGG_Pathway,map00300
5909,WA5_RS09680,KEGG_Pathway,map01100
5910,WA5_RS09680,KEGG_Pathway,map01110
5911,WA5_RS09680,KEGG_Pathway,map01120
5912,WA5_RS09680,KEGG_Pathway,map01130
5913,WA5_RS09680,KEGG_Pathway,map01230
5917,WA5_RS09685,KEGG_Pathway,map00908
5918,WA5_RS09685,KEGG_Pathway,map01100
5919,WA5_RS09685,KEGG_Pathway,map01110
5921,WA5_RS09715,KEGG_Pathway,map02010
5923,WA5_RS09720,KEGG_Pathway,map02010
5925,WA5_RS09725,KEGG_Pathway,map02010
5927,WA5_RS09730,KEGG_Pathway,map02010
5929,WA5_RS09740,KEGG_Pathway,map03440
5931,WA5_RS09755,KEGG_Pathway,map02010
5933,WA5_RS09760,KEGG_Pathway,map02010
5935,WA5_RS09765,KEGG_Pathway,map02010
5937,WA5_RS09780,KEGG_Pathway,map00760
5940,WA5_RS09785,KEGG_Pathway,map00564
5941,WA5_RS09785,KEGG_Pathway,map01100
5943,WA5_RS09815,KEGG_Pathway,map03018
5951,WA5_RS09820,KEGG_Pathway,map00261
5952,WA5_RS09820,KEGG_Pathway,map00300
5953,WA5_RS09820,KEGG_Pathway,map01100
5954,WA5_RS09820,KEGG_Pathway,map01110
5955,WA5_RS09820,KEGG_Pathway,map01120
5956,WA5_RS09820,KEGG_Pathway,map01130
5957,WA5_RS09820,KEGG_Pathway,map01230
5961,WA5_RS09825,KEGG_Pathway,map00240
5962,WA5_RS09825,KEGG_Pathway,map00670
5963,WA5_RS09825,KEGG_Pathway,map01100
5971,WA5_RS09830,KEGG_Pathway,map00261
5972,WA5_RS09830,KEGG_Pathway,map00300
5973,WA5_RS09830,KEGG_Pathway,map01100
5974,WA5_RS09830,KEGG_Pathway,map01110
5975,WA5_RS09830,KEGG_Pathway,map01120
5976,WA5_RS09830,KEGG_Pathway,map01130
5977,WA5_RS09830,KEGG_Pathway,map01230
5981,WA5_RS09840,KEGG_Pathway,map00230
5982,WA5_RS09840,KEGG_Pathway,map00240
5983,WA5_RS09840,KEGG_Pathway,map03018
5985,WA5_RS09845,KEGG_Pathway,map03010
5989,WA5_RS09850,KEGG_Pathway,map00230
5990,WA5_RS09850,KEGG_Pathway,map00760
5991,WA5_RS09850,KEGG_Pathway,map01100
5995,WA5_RS09855,KEGG_Pathway,map00740
5996,WA5_RS09855,KEGG_Pathway,map01100
5997,WA5_RS09855,KEGG_Pathway,map01110
6001,WA5_RS09880,KEGG_Pathway,map00920
6002,WA5_RS09880,KEGG_Pathway,map01100
6003,WA5_RS09880,KEGG_Pathway,map01120
6007,WA5_RS09915,KEGG_Pathway,map01501
6008,WA5_RS09915,KEGG_Pathway,map02010
6009,WA5_RS09915,KEGG_Pathway,map02024
6013,WA5_RS09920,KEGG_Pathway,map01501
6014,WA5_RS09920,KEGG_Pathway,map02010
6015,WA5_RS09920,KEGG_Pathway,map02024
6019,WA5_RS09925,KEGG_Pathway,map01501
6020,WA5_RS09925,KEGG_Pathway,map02010
6021,WA5_RS09925,KEGG_Pathway,map02024
6023,WA5_RS09930,KEGG_Pathway,map02024
6025,WA5_RS09935,KEGG_Pathway,map00970
6029,WA5_RS09945,KEGG_Pathway,map00860
6030,WA5_RS09945,KEGG_Pathway,map01100
6031,WA5_RS09945,KEGG_Pathway,map01110
6035,WA5_RS09950,KEGG_Pathway,map00860
6036,WA5_RS09950,KEGG_Pathway,map01100
6037,WA5_RS09950,KEGG_Pathway,map01110
6042,WA5_RS09955,KEGG_Pathway,map00860
6043,WA5_RS09955,KEGG_Pathway,map01100
6044,WA5_RS09955,KEGG_Pathway,map01110
6045,WA5_RS09955,KEGG_Pathway,map01120
6053,WA5_RS09970,KEGG_Pathway,map00020
6054,WA5_RS09970,KEGG_Pathway,map00620
6055,WA5_RS09970,KEGG_Pathway,map01100
6056,WA5_RS09970,KEGG_Pathway,map01110
6057,WA5_RS09970,KEGG_Pathway,map01120
6058,WA5_RS09970,KEGG_Pathway,map01130
6059,WA5_RS09970,KEGG_Pathway,map01200
6064,WA5_RS10030,KEGG_Pathway,map00900
6065,WA5_RS10030,KEGG_Pathway,map01100
6066,WA5_RS10030,KEGG_Pathway,map01110
6067,WA5_RS10030,KEGG_Pathway,map01130
6070,WA5_RS10035,KEGG_Pathway,map02024
6071,WA5_RS10035,KEGG_Pathway,map04112
6076,WA5_RS10040,KEGG_Pathway,map00900
6077,WA5_RS10040,KEGG_Pathway,map01100
6078,WA5_RS10040,KEGG_Pathway,map01110
6079,WA5_RS10040,KEGG_Pathway,map01130
6084,WA5_RS10070,KEGG_Pathway,map00564
6085,WA5_RS10070,KEGG_Pathway,map01100
6086,WA5_RS10070,KEGG_Pathway,map01110
6087,WA5_RS10070,KEGG_Pathway,map04070
6090,WA5_RS10080,KEGG_Pathway,map00240
6091,WA5_RS10080,KEGG_Pathway,map01100
6093,WA5_RS10090,KEGG_Pathway,map03010
6095,WA5_RS10125,KEGG_Pathway,map03030
6098,WA5_RS10130,KEGG_Pathway,map02024
6099,WA5_RS10130,KEGG_Pathway,map03060
6101,WA5_RS10135,KEGG_Pathway,map02010
6103,WA5_RS10140,KEGG_Pathway,map03010
6106,WA5_RS10145,KEGG_Pathway,map00730
6107,WA5_RS10145,KEGG_Pathway,map01100
6110,WA5_RS10150,KEGG_Pathway,map00730
6111,WA5_RS10150,KEGG_Pathway,map01100
6113,WA5_RS10155,KEGG_Pathway,map04122
6116,WA5_RS10160,KEGG_Pathway,map00730
6117,WA5_RS10160,KEGG_Pathway,map01100
6119,WA5_RS10165,KEGG_Pathway,map04122
6124,WA5_RS10185,KEGG_Pathway,map00362
6125,WA5_RS10185,KEGG_Pathway,map01100
6126,WA5_RS10185,KEGG_Pathway,map01120
6127,WA5_RS10185,KEGG_Pathway,map01220
6129,WA5_RS10220,KEGG_Pathway,map03010
6131,WA5_RS10230,KEGG_Pathway,map02010
6133,WA5_RS10235,KEGG_Pathway,map02010
6137,WA5_RS10240,KEGG_Pathway,map02024
6138,WA5_RS10240,KEGG_Pathway,map03060
6139,WA5_RS10240,KEGG_Pathway,map03070
6141,WA5_RS10245,KEGG_Pathway,map02020
6143,WA5_RS10250,KEGG_Pathway,map02020
6147,WA5_RS10260,KEGG_Pathway,map02024
6148,WA5_RS10260,KEGG_Pathway,map03060
6149,WA5_RS10260,KEGG_Pathway,map03070
6153,WA5_RS10275,KEGG_Pathway,map00620
6154,WA5_RS10275,KEGG_Pathway,map00627
6155,WA5_RS10275,KEGG_Pathway,map01120
6157,WA5_RS10305,KEGG_Pathway,map03410
6160,WA5_RS10310,KEGG_Pathway,map03008
6161,WA5_RS10310,KEGG_Pathway,map05205
6163,WA5_RS10330,KEGG_Pathway,map02010
6168,WA5_RS10335,KEGG_Pathway,map00220
6169,WA5_RS10335,KEGG_Pathway,map00250
6170,WA5_RS10335,KEGG_Pathway,map00910
6171,WA5_RS10335,KEGG_Pathway,map01100
6178,WA5_RS10340,KEGG_Pathway,map00260
6179,WA5_RS10340,KEGG_Pathway,map00561
6180,WA5_RS10340,KEGG_Pathway,map00630
6181,WA5_RS10340,KEGG_Pathway,map01100
6182,WA5_RS10340,KEGG_Pathway,map01120
6183,WA5_RS10340,KEGG_Pathway,map01130
6192,WA5_RS10370,KEGG_Pathway,map00500
6193,WA5_RS10370,KEGG_Pathway,map01100
6194,WA5_RS10370,KEGG_Pathway,map01110
6195,WA5_RS10370,KEGG_Pathway,map02026
6196,WA5_RS10370,KEGG_Pathway,map04217
6197,WA5_RS10370,KEGG_Pathway,map04910
6198,WA5_RS10370,KEGG_Pathway,map04922
6199,WA5_RS10370,KEGG_Pathway,map04931
6207,WA5_RS10375,KEGG_Pathway,map00361
6208,WA5_RS10375,KEGG_Pathway,map00362
6209,WA5_RS10375,KEGG_Pathway,map00622
6210,WA5_RS10375,KEGG_Pathway,map00643
6211,WA5_RS10375,KEGG_Pathway,map01100
6212,WA5_RS10375,KEGG_Pathway,map01120
6213,WA5_RS10375,KEGG_Pathway,map01220
6228,WA5_RS10380,KEGG_Pathway,map00010
6229,WA5_RS10380,KEGG_Pathway,map00230
6230,WA5_RS10380,KEGG_Pathway,map00620
6231,WA5_RS10380,KEGG_Pathway,map01100
6232,WA5_RS10380,KEGG_Pathway,map01110
6233,WA5_RS10380,KEGG_Pathway,map01120
6234,WA5_RS10380,KEGG_Pathway,map01130
6235,WA5_RS10380,KEGG_Pathway,map01200
6236,WA5_RS10380,KEGG_Pathway,map01230
6237,WA5_RS10380,KEGG_Pathway,map04922
6238,WA5_RS10380,KEGG_Pathway,map04930
6239,WA5_RS10380,KEGG_Pathway,map05165
6240,WA5_RS10380,KEGG_Pathway,map05203
6241,WA5_RS10380,KEGG_Pathway,map05230
6247,WA5_RS10390,KEGG_Pathway,map00400
6248,WA5_RS10390,KEGG_Pathway,map01100
6249,WA5_RS10390,KEGG_Pathway,map01110
6250,WA5_RS10390,KEGG_Pathway,map01130
6251,WA5_RS10390,KEGG_Pathway,map01230
6256,WA5_RS10400,KEGG_Pathway,map00340
6257,WA5_RS10400,KEGG_Pathway,map01100
6258,WA5_RS10400,KEGG_Pathway,map01110
6259,WA5_RS10400,KEGG_Pathway,map01230
6269,WA5_RS10405,KEGG_Pathway,map00340
6270,WA5_RS10405,KEGG_Pathway,map00400
6271,WA5_RS10405,KEGG_Pathway,map00405
6272,WA5_RS10405,KEGG_Pathway,map01100
6273,WA5_RS10405,KEGG_Pathway,map01110
6274,WA5_RS10405,KEGG_Pathway,map01130
6275,WA5_RS10405,KEGG_Pathway,map01230
6276,WA5_RS10405,KEGG_Pathway,map02024
6277,WA5_RS10405,KEGG_Pathway,map02025
6282,WA5_RS10410,KEGG_Pathway,map00521
6283,WA5_RS10410,KEGG_Pathway,map00562
6284,WA5_RS10410,KEGG_Pathway,map01100
6285,WA5_RS10410,KEGG_Pathway,map04070
6292,WA5_RS16020,KEGG_Pathway,map00340
6293,WA5_RS16020,KEGG_Pathway,map00400
6294,WA5_RS16020,KEGG_Pathway,map01100
6295,WA5_RS16020,KEGG_Pathway,map01110
6296,WA5_RS16020,KEGG_Pathway,map01130
6297,WA5_RS16020,KEGG_Pathway,map01230
6302,WA5_RS16025,KEGG_Pathway,map00340
6303,WA5_RS16025,KEGG_Pathway,map01100
6304,WA5_RS16025,KEGG_Pathway,map01110
6305,WA5_RS16025,KEGG_Pathway,map01230
6310,WA5_RS10435,KEGG_Pathway,map00340
6311,WA5_RS10435,KEGG_Pathway,map01100
6312,WA5_RS10435,KEGG_Pathway,map01110
6313,WA5_RS10435,KEGG_Pathway,map01230
6324,WA5_RS10440,KEGG_Pathway,map00340
6325,WA5_RS10440,KEGG_Pathway,map00350
6326,WA5_RS10440,KEGG_Pathway,map00360
6327,WA5_RS10440,KEGG_Pathway,map00400
6328,WA5_RS10440,KEGG_Pathway,map00401
6329,WA5_RS10440,KEGG_Pathway,map00960
6330,WA5_RS10440,KEGG_Pathway,map01100
6331,WA5_RS10440,KEGG_Pathway,map01110
6332,WA5_RS10440,KEGG_Pathway,map01130
6333,WA5_RS10440,KEGG_Pathway,map01230
6338,WA5_RS10445,KEGG_Pathway,map00340
6339,WA5_RS10445,KEGG_Pathway,map01100
6340,WA5_RS10445,KEGG_Pathway,map01110
6341,WA5_RS10445,KEGG_Pathway,map01230
6345,WA5_RS10470,KEGG_Pathway,map00500
6346,WA5_RS10470,KEGG_Pathway,map01100
6347,WA5_RS10470,KEGG_Pathway,map01110
6350,WA5_RS10480,KEGG_Pathway,map00630
6351,WA5_RS10480,KEGG_Pathway,map01100
6357,WA5_RS10485,KEGG_Pathway,map00521
6358,WA5_RS10485,KEGG_Pathway,map00562
6359,WA5_RS10485,KEGG_Pathway,map01100
6360,WA5_RS10485,KEGG_Pathway,map01120
6361,WA5_RS10485,KEGG_Pathway,map01130
6363,WA5_RS10495,KEGG_Pathway,map02010
6365,WA5_RS10500,KEGG_Pathway,map02010
6367,WA5_RS10505,KEGG_Pathway,map02010
6374,WA5_RS10515,KEGG_Pathway,map00230
6375,WA5_RS10515,KEGG_Pathway,map00240
6376,WA5_RS10515,KEGG_Pathway,map01100
6377,WA5_RS10515,KEGG_Pathway,map03030
6378,WA5_RS10515,KEGG_Pathway,map03430
6379,WA5_RS10515,KEGG_Pathway,map03440
6383,WA5_RS10525,KEGG_Pathway,map00500
6384,WA5_RS10525,KEGG_Pathway,map01100
6385,WA5_RS10525,KEGG_Pathway,map01110
6387,WA5_RS10530,KEGG_Pathway,map00230
6391,WA5_RS10565,KEGG_Pathway,map00500
6392,WA5_RS10565,KEGG_Pathway,map01100
6393,WA5_RS10565,KEGG_Pathway,map01110
6401,WA5_RS10570,KEGG_Pathway,map00260
6402,WA5_RS10570,KEGG_Pathway,map00290
6403,WA5_RS10570,KEGG_Pathway,map01100
6404,WA5_RS10570,KEGG_Pathway,map01110
6405,WA5_RS10570,KEGG_Pathway,map01130
6406,WA5_RS10570,KEGG_Pathway,map01200
6407,WA5_RS10570,KEGG_Pathway,map01230
6413,WA5_RS10580,KEGG_Pathway,map00270
6414,WA5_RS10580,KEGG_Pathway,map00450
6415,WA5_RS10580,KEGG_Pathway,map01100
6416,WA5_RS10580,KEGG_Pathway,map01110
6417,WA5_RS10580,KEGG_Pathway,map01230
6424,WA5_RS10585,KEGG_Pathway,map00230
6425,WA5_RS10585,KEGG_Pathway,map00240
6426,WA5_RS10585,KEGG_Pathway,map01100
6427,WA5_RS10585,KEGG_Pathway,map03030
6428,WA5_RS10585,KEGG_Pathway,map03430
6429,WA5_RS10585,KEGG_Pathway,map03440
6436,WA5_RS10610,KEGG_Pathway,map00300
6437,WA5_RS10610,KEGG_Pathway,map01100
6438,WA5_RS10610,KEGG_Pathway,map01110
6439,WA5_RS10610,KEGG_Pathway,map01120
6440,WA5_RS10610,KEGG_Pathway,map01130
6441,WA5_RS10610,KEGG_Pathway,map01230
6443,WA5_RS10630,KEGG_Pathway,map03060
6445,WA5_RS10640,KEGG_Pathway,map02010
6450,WA5_RS10650,KEGG_Pathway,map00250
6451,WA5_RS10650,KEGG_Pathway,map00460
6452,WA5_RS10650,KEGG_Pathway,map01100
6453,WA5_RS10650,KEGG_Pathway,map01110
6455,WA5_RS10680,KEGG_Pathway,map00970
6457,WA5_RS10715,KEGG_Pathway,map04112
6459,WA5_RS10720,KEGG_Pathway,map04112
6463,WA5_RS10725,KEGG_Pathway,map00471
6464,WA5_RS10725,KEGG_Pathway,map00550
6465,WA5_RS10725,KEGG_Pathway,map01100
6471,WA5_RS10730,KEGG_Pathway,map00471
6472,WA5_RS10730,KEGG_Pathway,map00550
6473,WA5_RS10730,KEGG_Pathway,map01100
6474,WA5_RS10730,KEGG_Pathway,map01502
6475,WA5_RS10730,KEGG_Pathway,map04112
6480,WA5_RS10735,KEGG_Pathway,map00550
6481,WA5_RS10735,KEGG_Pathway,map01100
6482,WA5_RS10735,KEGG_Pathway,map01502
6483,WA5_RS10735,KEGG_Pathway,map04112
6487,WA5_RS10740,KEGG_Pathway,map00471
6488,WA5_RS10740,KEGG_Pathway,map00550
6489,WA5_RS10740,KEGG_Pathway,map01100
6493,WA5_RS10745,KEGG_Pathway,map00550
6494,WA5_RS10745,KEGG_Pathway,map01100
6495,WA5_RS10745,KEGG_Pathway,map01502
6500,WA5_RS10750,KEGG_Pathway,map00300
6501,WA5_RS10750,KEGG_Pathway,map00550
6502,WA5_RS10750,KEGG_Pathway,map01100
6503,WA5_RS10750,KEGG_Pathway,map01502
6506,WA5_RS10755,KEGG_Pathway,map00300
6507,WA5_RS10755,KEGG_Pathway,map00550
6510,WA5_RS10760,KEGG_Pathway,map00550
6511,WA5_RS10760,KEGG_Pathway,map01501
6518,WA5_RS10795,KEGG_Pathway,map00670
6519,WA5_RS10795,KEGG_Pathway,map00720
6520,WA5_RS10795,KEGG_Pathway,map01100
6521,WA5_RS10795,KEGG_Pathway,map01120
6522,WA5_RS10795,KEGG_Pathway,map01200
6523,WA5_RS10795,KEGG_Pathway,map01523
6528,WA5_RS10800,KEGG_Pathway,map00900
6529,WA5_RS10800,KEGG_Pathway,map01100
6530,WA5_RS10800,KEGG_Pathway,map01110
6531,WA5_RS10800,KEGG_Pathway,map01130
6538,WA5_RS10830,KEGG_Pathway,map00400
6539,WA5_RS10830,KEGG_Pathway,map01100
6540,WA5_RS10830,KEGG_Pathway,map01110
6541,WA5_RS10830,KEGG_Pathway,map01130
6542,WA5_RS10830,KEGG_Pathway,map01230
6543,WA5_RS10830,KEGG_Pathway,map02024
6548,WA5_RS10860,KEGG_Pathway,map00561
6549,WA5_RS10860,KEGG_Pathway,map00564
6550,WA5_RS10860,KEGG_Pathway,map01100
6551,WA5_RS10860,KEGG_Pathway,map01110
6563,WA5_RS10865,KEGG_Pathway,map00010
6564,WA5_RS10865,KEGG_Pathway,map00052
6565,WA5_RS10865,KEGG_Pathway,map00500
6566,WA5_RS10865,KEGG_Pathway,map00520
6567,WA5_RS10865,KEGG_Pathway,map00521
6568,WA5_RS10865,KEGG_Pathway,map00524
6569,WA5_RS10865,KEGG_Pathway,map01100
6570,WA5_RS10865,KEGG_Pathway,map01110
6571,WA5_RS10865,KEGG_Pathway,map01120
6572,WA5_RS10865,KEGG_Pathway,map01130
6573,WA5_RS10865,KEGG_Pathway,map01200
6576,WA5_RS10885,KEGG_Pathway,map00190
6577,WA5_RS10885,KEGG_Pathway,map01100
6580,WA5_RS10890,KEGG_Pathway,map00190
6581,WA5_RS10890,KEGG_Pathway,map01100
6584,WA5_RS10895,KEGG_Pathway,map00190
6585,WA5_RS10895,KEGG_Pathway,map01100
6588,WA5_RS10900,KEGG_Pathway,map00190
6589,WA5_RS10900,KEGG_Pathway,map01100
6592,WA5_RS10915,KEGG_Pathway,map00190
6593,WA5_RS10915,KEGG_Pathway,map01100
6597,WA5_RS10920,KEGG_Pathway,map00250
6598,WA5_RS10920,KEGG_Pathway,map01100
6599,WA5_RS10920,KEGG_Pathway,map01110
6602,WA5_RS10935,KEGG_Pathway,map00860
6603,WA5_RS10935,KEGG_Pathway,map01100
6606,WA5_RS10940,KEGG_Pathway,map00860
6607,WA5_RS10940,KEGG_Pathway,map01100
6610,WA5_RS10945,KEGG_Pathway,map00860
6611,WA5_RS10945,KEGG_Pathway,map01100
6621,WA5_RS10955,KEGG_Pathway,map00270
6622,WA5_RS10955,KEGG_Pathway,map00280
6623,WA5_RS10955,KEGG_Pathway,map00290
6624,WA5_RS10955,KEGG_Pathway,map00770
6625,WA5_RS10955,KEGG_Pathway,map01100
6626,WA5_RS10955,KEGG_Pathway,map01110
6627,WA5_RS10955,KEGG_Pathway,map01130
6628,WA5_RS10955,KEGG_Pathway,map01210
6629,WA5_RS10955,KEGG_Pathway,map01230
6632,WA5_RS10960,KEGG_Pathway,map00480
6633,WA5_RS10960,KEGG_Pathway,map01100
6641,WA5_RS10970,KEGG_Pathway,map00020
6642,WA5_RS10970,KEGG_Pathway,map00310
6643,WA5_RS10970,KEGG_Pathway,map01100
6644,WA5_RS10970,KEGG_Pathway,map01110
6645,WA5_RS10970,KEGG_Pathway,map01120
6646,WA5_RS10970,KEGG_Pathway,map01130
6647,WA5_RS10970,KEGG_Pathway,map01200
6650,WA5_RS10975,KEGG_Pathway,map00785
6651,WA5_RS10975,KEGG_Pathway,map01100
6654,WA5_RS10980,KEGG_Pathway,map00785
6655,WA5_RS10980,KEGG_Pathway,map01100
6667,WA5_RS11005,KEGG_Pathway,map00220
6668,WA5_RS11005,KEGG_Pathway,map00250
6669,WA5_RS11005,KEGG_Pathway,map00630
6670,WA5_RS11005,KEGG_Pathway,map00910
6671,WA5_RS11005,KEGG_Pathway,map01100
6672,WA5_RS11005,KEGG_Pathway,map01120
6673,WA5_RS11005,KEGG_Pathway,map01230
6674,WA5_RS11005,KEGG_Pathway,map02020
6675,WA5_RS11005,KEGG_Pathway,map04217
6676,WA5_RS11005,KEGG_Pathway,map04724
6677,WA5_RS11005,KEGG_Pathway,map04727
6684,WA5_RS11035,KEGG_Pathway,map00260
6685,WA5_RS11035,KEGG_Pathway,map00750
6686,WA5_RS11035,KEGG_Pathway,map01100
6687,WA5_RS11035,KEGG_Pathway,map01110
6688,WA5_RS11035,KEGG_Pathway,map01120
6689,WA5_RS11035,KEGG_Pathway,map01230
6691,WA5_RS16540,KEGG_Pathway,map01501
6695,WA5_RS11065,KEGG_Pathway,map00860
6696,WA5_RS11065,KEGG_Pathway,map01100
6697,WA5_RS11065,KEGG_Pathway,map01110
6709,WA5_RS11075,KEGG_Pathway,map00220
