regulator,gene_id,effect
Cobalamin,WA5_RS02685,
Cobalamin,WA5_RS02690,
Cobalamin,WA5_RS02695,
Cobalamin,WA5_RS02700,
Cobalamin,WA5_RS02705,
FMN,WA5_RS00350,
L10_leader,WA5_RS02485,
L10_leader,WA5_RS02490,
PyrR,WA5_RS08025,
PyrR,WA5_RS08030,
PyrR,WA5_RS08035,
PyrR,WA5_RS08040,
PyrR,WA5_RS08045,
PyrR,WA5_RS08050,
S15,WA5_RS09845,
T-box,WA5_RS10680,
TPP,WA5_RS10145,
TPP,WA5_RS10150,
TPP,WA5_RS10155,
TPP,WA5_RS10160,
TPP,WA5_RS10165,
TPP,WA5_RS06500,
TPP,WA5_RS07310,
TPP,WA5_RS07315,
TPP,WA5_RS03585,
TPP,WA5_RS05370,
TPP,WA5_RS05375,
TPP,WA5_RS05380,
TPP,WA5_RS05385,
WA5_RS00045,WA5_RS06090,A
WA5_RS00045,WA5_RS06085,A
WA5_RS00045,WA5_RS06080,A
WA5_RS00045,WA5_RS06075,A
WA5_RS00045,WA5_RS05065,A
WA5_RS00045,WA5_RS05060,A
WA5_RS00045,WA5_RS05055,A
WA5_RS00045,WA5_RS05050,A
WA5_RS00045,WA5_RS05030,A
WA5_RS00085,WA5_RS00080,A
WA5_RS00200,WA5_RS00215,A
WA5_RS00200,WA5_RS00210,A
WA5_RS00200,WA5_RS00205,A
WA5_RS00375,WA5_RS14125,A
WA5_RS00375,WA5_RS14120,A
WA5_RS00375,WA5_RS14115,A
WA5_RS00375,WA5_RS00375,
WA5_RS00375,WA5_RS00370,
WA5_RS00375,WA5_RS00365,A
WA5_RS00460,WA5_RS00495,R
WA5_RS00460,WA5_RS00490,R
WA5_RS00460,WA5_RS00485,R
WA5_RS00460,WA5_RS00480,R
WA5_RS00460,WA5_RS00475,R
WA5_RS00460,WA5_RS00470,R
WA5_RS00460,WA5_RS00465,R
WA5_RS00605,WA5_RS14040,R
WA5_RS00605,WA5_RS01525,A
WA5_RS00605,WA5_RS00610,R
WA5_RS00605,WA5_RS00605,R
WA5_RS00605,WA5_RS00600,R
WA5_RS00605,WA5_RS00595,R
WA5_RS00605,WA5_RS00590,R
WA5_RS00655,WA5_RS16475,A
WA5_RS00655,WA5_RS15275,A
WA5_RS00655,WA5_RS15270,A
WA5_RS00655,WA5_RS15265,A
WA5_RS00655,WA5_RS15260,A
WA5_RS00655,WA5_RS14185,R
WA5_RS00655,WA5_RS14180,R
WA5_RS00655,WA5_RS14090,A
WA5_RS00655,WA5_RS14085,A
WA5_RS00655,WA5_RS14080,A
WA5_RS00655,WA5_RS14075,A
WA5_RS00655,WA5_RS14070,A
WA5_RS00655,WA5_RS14065,A
WA5_RS00655,WA5_RS14060,A
WA5_RS00655,WA5_RS12735,R
WA5_RS00655,WA5_RS00045,A
WA5_RS00825,WA5_RS14325,R
WA5_RS00825,WA5_RS05565,R
WA5_RS00825,WA5_RS00945,R
WA5_RS00825,WA5_RS00900,R
WA5_RS00825,WA5_RS00895,R
WA5_RS00825,WA5_RS00890,R
WA5_RS00825,WA5_RS00875,R
WA5_RS00825,WA5_RS00870,R
WA5_RS00825,WA5_RS00865,R
WA5_RS00825,WA5_RS00860,R
WA5_RS00825,WA5_RS00855,R
WA5_RS00825,WA5_RS00850,R
WA5_RS00825,WA5_RS00845,R
WA5_RS00825,WA5_RS00840,R
WA5_RS00825,WA5_RS00835,R
WA5_RS00825,WA5_RS00830,R
WA5_RS00825,WA5_RS00825,R
WA5_RS00890,WA5_RS00900,R
WA5_RS00890,WA5_RS00895,R
WA5_RS00890,WA5_RS00890,R
WA5_RS00910,WA5_RS11595,R
WA5_RS01340,WA5_RS10900,A
WA5_RS01340,WA5_RS10895,A
WA5_RS01340,WA5_RS10890,A
WA5_RS01340,WA5_RS10885,A
WA5_RS01340,WA5_RS07850,A
WA5_RS01340,WA5_RS07835,A
WA5_RS01340,WA5_RS05725,A
WA5_RS01340,WA5_RS05720,A
WA5_RS01340,WA5_RS05715,A
WA5_RS01340,WA5_RS05710,A
WA5_RS01355,WA5_RS01365,A
WA5_RS01355,WA5_RS01360,A
WA5_RS01355,WA5_RS01355,A
WA5_RS01375,WA5_RS15730,
WA5_RS01375,WA5_RS07550,R
WA5_RS01375,WA5_RS07545,R
WA5_RS01375,WA5_RS07540,R
WA5_RS01375,WA5_RS01385,R
WA5_RS01375,WA5_RS01380,R
WA5_RS01375,WA5_RS01375,
WA5_RS01470,WA5_RS15490,R
WA5_RS01470,WA5_RS15485,R
WA5_RS01470,WA5_RS15480,R
WA5_RS01470,WA5_RS15410,R
WA5_RS01470,WA5_RS10605,R
WA5_RS01470,WA5_RS05330,R
WA5_RS01470,WA5_RS05325,R
WA5_RS01470,WA5_RS05320,R
WA5_RS01470,WA5_RS05315,R
WA5_RS01470,WA5_RS01745,R
WA5_RS01495,WA5_RS01515,R
WA5_RS01495,WA5_RS01510,R
WA5_RS01495,WA5_RS01505,R
WA5_RS01495,WA5_RS01500,R
WA5_RS01495,WA5_RS01490,R
WA5_RS01495,WA5_RS01485,R
WA5_RS01525,WA5_RS16330,R
WA5_RS01525,WA5_RS15350,R
WA5_RS01525,WA5_RS15345,R
WA5_RS01525,WA5_RS15340,R
WA5_RS01525,WA5_RS15335,R
WA5_RS01525,WA5_RS15330,R
WA5_RS01525,WA5_RS15305,A
WA5_RS01525,WA5_RS15175,R
WA5_RS01525,WA5_RS15170,R
WA5_RS01525,WA5_RS15165,R
WA5_RS01525,WA5_RS15160,R
WA5_RS01525,WA5_RS15155,R
WA5_RS01525,WA5_RS15150,R
WA5_RS01525,WA5_RS14950,R
WA5_RS01525,WA5_RS14880,R
WA5_RS01525,WA5_RS14875,R
WA5_RS01525,WA5_RS14870,R
WA5_RS01525,WA5_RS14865,R
WA5_RS01525,WA5_RS14855,R
WA5_RS01525,WA5_RS14705,R
WA5_RS01525,WA5_RS14590,R
WA5_RS01525,WA5_RS14585,R
WA5_RS01525,WA5_RS14570,R
WA5_RS01525,WA5_RS14565,R
WA5_RS01525,WA5_RS14560,R
WA5_RS01525,WA5_RS14555,A
WA5_RS01525,WA5_RS14550,R
WA5_RS01525,WA5_RS14545,R
WA5_RS01525,WA5_RS14540,R
WA5_RS01525,WA5_RS14535,R
WA5_RS01525,WA5_RS14435,R
WA5_RS01525,WA5_RS14330,R
WA5_RS01525,WA5_RS14325,R
WA5_RS01525,WA5_RS14125,R
WA5_RS01525,WA5_RS14120,R
WA5_RS01525,WA5_RS14115,R
WA5_RS01525,WA5_RS14040,R
WA5_RS01525,WA5_RS13985,R
WA5_RS01525,WA5_RS13775,R
WA5_RS01525,WA5_RS13770,R
WA5_RS01525,WA5_RS13425,R
WA5_RS01525,WA5_RS13420,R
WA5_RS01525,WA5_RS13375,R
WA5_RS01525,WA5_RS13105,R
WA5_RS01525,WA5_RS13100,R
WA5_RS01525,WA5_RS13095,R
WA5_RS01525,WA5_RS13090,R
WA5_RS01525,WA5_RS12915,A
WA5_RS01525,WA5_RS12910,A
WA5_RS01525,WA5_RS12905,A
WA5_RS01525,WA5_RS12900,A
WA5_RS01525,WA5_RS12885,A
WA5_RS01525,WA5_RS12855,R
WA5_RS01525,WA5_RS12850,R
WA5_RS01525,WA5_RS12815,A
WA5_RS01525,WA5_RS12780,A
WA5_RS01525,WA5_RS12605,R
WA5_RS01525,WA5_RS12600,R
WA5_RS01525,WA5_RS12595,A
WA5_RS01525,WA5_RS12590,R
WA5_RS01525,WA5_RS12585,R
WA5_RS01525,WA5_RS12450,A
WA5_RS01525,WA5_RS12435,R
WA5_RS01525,WA5_RS12430,R
WA5_RS01525,WA5_RS12400,R
WA5_RS01525,WA5_RS12280,R
WA5_RS01525,WA5_RS11995,R
WA5_RS01525,WA5_RS11990,R
WA5_RS01525,WA5_RS11980,R
WA5_RS01525,WA5_RS11975,R
WA5_RS01525,WA5_RS11970,R
WA5_RS01525,WA5_RS11965,R
WA5_RS01525,WA5_RS11960,R
WA5_RS01525,WA5_RS11940,R
WA5_RS01525,WA5_RS11935,R
WA5_RS01525,WA5_RS11930,R
WA5_RS01525,WA5_RS11925,R
WA5_RS01525,WA5_RS11875,R
WA5_RS01525,WA5_RS11870,R
WA5_RS01525,WA5_RS11865,R
WA5_RS01525,WA5_RS11835,R
WA5_RS01525,WA5_RS11600,R
WA5_RS01525,WA5_RS11595,R
WA5_RS01525,WA5_RS11005,R
WA5_RS01525,WA5_RS10920,A
WA5_RS01525,WA5_RS10915,A
WA5_RS01525,WA5_RS10910,A
WA5_RS01525,WA5_RS10900,A
WA5_RS01525,WA5_RS10895,A
WA5_RS01525,WA5_RS10890,A
WA5_RS01525,WA5_RS10885,A
WA5_RS01525,WA5_RS10880,A
WA5_RS01525,WA5_RS10690,A
WA5_RS01525,WA5_RS10335,R
WA5_RS01525,WA5_RS10255,R
WA5_RS01525,WA5_RS10250,R
WA5_RS01525,WA5_RS10245,R
WA5_RS01525,WA5_RS09730,R
WA5_RS01525,WA5_RS09725,R
WA5_RS01525,WA5_RS09720,R
WA5_RS01525,WA5_RS09715,R
WA5_RS01525,WA5_RS09645,R
WA5_RS01525,WA5_RS09640,R
WA5_RS01525,WA5_RS09635,R
WA5_RS01525,WA5_RS09630,R
WA5_RS01525,WA5_RS08665,R
WA5_RS01525,WA5_RS08155,R
WA5_RS01525,WA5_RS07925,R
WA5_RS01525,WA5_RS07920,R
WA5_RS01525,WA5_RS07915,R
WA5_RS01525,WA5_RS07910,R
WA5_RS01525,WA5_RS07835,A
WA5_RS01525,WA5_RS07830,A
WA5_RS01525,WA5_RS07825,A
WA5_RS01525,WA5_RS07820,A
WA5_RS01525,WA5_RS07815,R
WA5_RS01525,WA5_RS07810,R
WA5_RS01525,WA5_RS07805,R
WA5_RS01525,WA5_RS07800,R
WA5_RS01525,WA5_RS07795,R
WA5_RS01525,WA5_RS07790,R
WA5_RS01525,WA5_RS07785,R
WA5_RS01525,WA5_RS07760,R
WA5_RS01525,WA5_RS07705,R
WA5_RS01525,WA5_RS07700,R
WA5_RS01525,WA5_RS07695,R
WA5_RS01525,WA5_RS07685,A
WA5_RS01525,WA5_RS07320,A
WA5_RS01525,WA5_RS07015,R
WA5_RS01525,WA5_RS06910,R
WA5_RS01525,WA5_RS06905,R
WA5_RS01525,WA5_RS06900,R
WA5_RS01525,WA5_RS06895,R
WA5_RS01525,WA5_RS06770,R
WA5_RS01525,WA5_RS06330,R
WA5_RS01525,WA5_RS06325,R
WA5_RS01525,WA5_RS06320,R
WA5_RS01525,WA5_RS06220,A
WA5_RS01525,WA5_RS05925,A
WA5_RS01525,WA5_RS05920,A
WA5_RS01525,WA5_RS05915,A
WA5_RS01525,WA5_RS05910,A
WA5_RS01525,WA5_RS05905,A
WA5_RS01525,WA5_RS05900,R
WA5_RS01525,WA5_RS05785,R
WA5_RS01525,WA5_RS05780,R
WA5_RS01525,WA5_RS05775,R
WA5_RS01525,WA5_RS05770,R
WA5_RS01525,WA5_RS05765,R
WA5_RS01525,WA5_RS05760,R
WA5_RS01525,WA5_RS05750,R
WA5_RS01525,WA5_RS05675,R
WA5_RS01525,WA5_RS05365,R
WA5_RS01525,WA5_RS05360,R
WA5_RS01525,WA5_RS05025,R
WA5_RS01525,WA5_RS05020,R
WA5_RS01525,WA5_RS05015,R
WA5_RS01525,WA5_RS05010,R
WA5_RS01525,WA5_RS05005,R
WA5_RS01525,WA5_RS05000,R
WA5_RS01525,WA5_RS04995,R
WA5_RS01525,WA5_RS04960,R
WA5_RS01525,WA5_RS04755,R
WA5_RS01525,WA5_RS04675,R
WA5_RS01525,WA5_RS04670,R
WA5_RS01525,WA5_RS04665,R
WA5_RS01525,WA5_RS04660,R
WA5_RS01525,WA5_RS04655,R
WA5_RS01525,WA5_RS04605,R
WA5_RS01525,WA5_RS04600,R
WA5_RS01525,WA5_RS04570,A
WA5_RS01525,WA5_RS04565,A
WA5_RS01525,WA5_RS04560,A
WA5_RS01525,WA5_RS04555,A
WA5_RS01525,WA5_RS04550,A
WA5_RS01525,WA5_RS04250,R
WA5_RS01525,WA5_RS04210,R
WA5_RS01525,WA5_RS04195,R
WA5_RS01525,WA5_RS04180,R
WA5_RS01525,WA5_RS04175,R
WA5_RS01525,WA5_RS04170,R
WA5_RS01525,WA5_RS04160,R
WA5_RS01525,WA5_RS04155,A
WA5_RS01525,WA5_RS04115,R
WA5_RS01525,WA5_RS04110,A
WA5_RS01525,WA5_RS03825,A
WA5_RS01525,WA5_RS03820,A
WA5_RS01525,WA5_RS03805,R
WA5_RS01525,WA5_RS03635,R
WA5_RS01525,WA5_RS03565,R
WA5_RS01525,WA5_RS03560,R
WA5_RS01525,WA5_RS03555,R
WA5_RS01525,WA5_RS03550,R
WA5_RS01525,WA5_RS03545,R
WA5_RS01525,WA5_RS03540,R
WA5_RS01525,WA5_RS03535,R
WA5_RS01525,WA5_RS03530,R
WA5_RS01525,WA5_RS03470,R
WA5_RS01525,WA5_RS03465,R
WA5_RS01525,WA5_RS03460,R
WA5_RS01525,WA5_RS03435,R
WA5_RS01525,WA5_RS03290,R
WA5_RS01525,WA5_RS03285,R
WA5_RS01525,WA5_RS03280,R
WA5_RS01525,WA5_RS02465,R
WA5_RS01525,WA5_RS02460,R
WA5_RS01525,WA5_RS02455,R
WA5_RS01525,WA5_RS01930,A
WA5_RS01525,WA5_RS01925,R
WA5_RS01525,WA5_RS01920,A
WA5_RS01525,WA5_RS01915,A
WA5_RS01525,WA5_RS01910,R
WA5_RS01525,WA5_RS01905,A
WA5_RS01525,WA5_RS01525,R
WA5_RS01525,WA5_RS01515,A
WA5_RS01525,WA5_RS01510,R
WA5_RS01525,WA5_RS01505,R
WA5_RS01525,WA5_RS01500,R
WA5_RS01525,WA5_RS01470,R
WA5_RS01525,WA5_RS01035,R
WA5_RS01525,WA5_RS01030,R
WA5_RS01525,WA5_RS00965,R
WA5_RS01525,WA5_RS00960,R
WA5_RS01525,WA5_RS00865,R
WA5_RS01525,WA5_RS00860,R
WA5_RS01525,WA5_RS00855,R
WA5_RS01525,WA5_RS00850,A
WA5_RS01525,WA5_RS00845,A
WA5_RS01525,WA5_RS00840,R
WA5_RS01525,WA5_RS00835,R
WA5_RS01525,WA5_RS00830,R
WA5_RS01525,WA5_RS00365,R
WA5_RS01610,WA5_RS11595,R
WA5_RS01905,WA5_RS15080,R
WA5_RS01905,WA5_RS14325,R
WA5_RS01905,WA5_RS14040,R
WA5_RS01905,WA5_RS13985,R
WA5_RS01905,WA5_RS13860,
WA5_RS01905,WA5_RS13775,R
WA5_RS01905,WA5_RS13770,R
WA5_RS01905,WA5_RS13250,R
WA5_RS01905,WA5_RS12885,R
WA5_RS01905,WA5_RS12855,R
WA5_RS01905,WA5_RS12850,R
WA5_RS01905,WA5_RS12825,R
WA5_RS01905,WA5_RS12540,R
WA5_RS01905,WA5_RS11600,R
WA5_RS01905,WA5_RS11595,R
WA5_RS01905,WA5_RS11175,R
WA5_RS01905,WA5_RS10900,R
WA5_RS01905,WA5_RS10135,R
WA5_RS01905,WA5_RS09465,R
WA5_RS01905,WA5_RS09460,R
WA5_RS01905,WA5_RS08050,A
WA5_RS01905,WA5_RS08045,R
WA5_RS01905,WA5_RS08040,R
WA5_RS01905,WA5_RS07700,R
WA5_RS01905,WA5_RS07695,R
WA5_RS01905,WA5_RS06770,R
WA5_RS01905,WA5_RS05565,R
WA5_RS01905,WA5_RS04570,R
WA5_RS01905,WA5_RS04565,R
WA5_RS01905,WA5_RS04560,R
WA5_RS01905,WA5_RS04555,R
WA5_RS01905,WA5_RS04550,R
WA5_RS01905,WA5_RS04180,R
WA5_RS01905,WA5_RS04175,R
WA5_RS01905,WA5_RS04170,R
WA5_RS01905,WA5_RS04165,R
WA5_RS01905,WA5_RS04160,R
WA5_RS01905,WA5_RS04155,R
WA5_RS01905,WA5_RS03435,R
WA5_RS01905,WA5_RS03330,R
WA5_RS01905,WA5_RS03325,R
WA5_RS01905,WA5_RS03320,R
WA5_RS01905,WA5_RS03315,R
WA5_RS01905,WA5_RS03295,R
WA5_RS01905,WA5_RS03190,R
WA5_RS01905,WA5_RS03185,R
WA5_RS01905,WA5_RS03180,R
WA5_RS01905,WA5_RS01930,R
WA5_RS01905,WA5_RS01925,R
WA5_RS01905,WA5_RS01920,R
WA5_RS01905,WA5_RS01915,R
WA5_RS01905,WA5_RS01910,R
WA5_RS01905,WA5_RS01905,R
WA5_RS01905,WA5_RS01640,R
WA5_RS01905,WA5_RS01525,R
WA5_RS01905,WA5_RS00215,R
WA5_RS01905,WA5_RS00210,R
WA5_RS01905,WA5_RS00205,R
WA5_RS01955,WA5_RS01965,R
WA5_RS01955,WA5_RS01960,R
WA5_RS01955,WA5_RS01955,R
WA5_RS01985,WA5_RS15435,R
WA5_RS01985,WA5_RS14855,R
WA5_RS01985,WA5_RS14850,R
WA5_RS01985,WA5_RS01990,R
WA5_RS01985,WA5_RS01985,R
WA5_RS02140,WA5_RS02160,R
WA5_RS02140,WA5_RS02155,R
WA5_RS02140,WA5_RS02150,R
WA5_RS02140,WA5_RS02145,R
WA5_RS02140,WA5_RS02140,R
WA5_RS02265,WA5_RS04965,A
WA5_RS02450,WA5_RS02465,A
WA5_RS02450,WA5_RS02460,A
WA5_RS02450,WA5_RS02455,A
WA5_RS02795,WA5_RS02790,A
WA5_RS02795,WA5_RS02785,A
WA5_RS02795,WA5_RS02780,R
WA5_RS02795,WA5_RS02775,R
WA5_RS02795,WA5_RS02770,R
WA5_RS02795,WA5_RS02765,R
WA5_RS02795,WA5_RS02760,R
WA5_RS02795,WA5_RS02755,R
WA5_RS02795,WA5_RS02745,R
WA5_RS03010,WA5_RS15480,R
WA5_RS03010,WA5_RS03820,R
WA5_RS03015,WA5_RS16180,R
WA5_RS03015,WA5_RS14385,R
WA5_RS03015,WA5_RS14380,R
WA5_RS03015,WA5_RS14375,R
WA5_RS03015,WA5_RS14370,A
WA5_RS03015,WA5_RS14365,A
WA5_RS03015,WA5_RS14360,A
WA5_RS03015,WA5_RS13030,A
WA5_RS03015,WA5_RS12340,A
WA5_RS03015,WA5_RS11660,A
WA5_RS03015,WA5_RS10510,A
WA5_RS03015,WA5_RS06120,A
WA5_RS03015,WA5_RS05465,A
WA5_RS03015,WA5_RS05460,A
WA5_RS03015,WA5_RS04635,A
WA5_RS03015,WA5_RS04615,A
WA5_RS03015,WA5_RS03525,A
WA5_RS03015,WA5_RS03520,A
WA5_RS03015,WA5_RS03515,A
WA5_RS03015,WA5_RS03020,A
WA5_RS03015,WA5_RS02630,A
WA5_RS03015,WA5_RS02285,A
WA5_RS03015,WA5_RS02085,A
WA5_RS03015,WA5_RS01785,A
WA5_RS03015,WA5_RS00565,A
WA5_RS03045,WA5_RS03040,A
WA5_RS03070,WA5_RS15025,A
WA5_RS03070,WA5_RS15020,A
WA5_RS03070,WA5_RS15015,A
WA5_RS03070,WA5_RS14775,A
WA5_RS03070,WA5_RS14205,A
WA5_RS03070,WA5_RS14200,A
WA5_RS03070,WA5_RS14005,A
WA5_RS03070,WA5_RS14000,A
WA5_RS03070,WA5_RS13995,A
WA5_RS03070,WA5_RS13990,A
WA5_RS03070,WA5_RS13905,A
WA5_RS03070,WA5_RS13900,A
WA5_RS03070,WA5_RS12745,A
WA5_RS03070,WA5_RS12740,A
WA5_RS03070,WA5_RS12165,A
WA5_RS03070,WA5_RS11060,A
WA5_RS03070,WA5_RS10880,A
WA5_RS03070,WA5_RS05830,A
WA5_RS03070,WA5_RS05825,A
WA5_RS03070,WA5_RS03385,A
WA5_RS03070,WA5_RS03075,A
WA5_RS03070,WA5_RS03070,R
WA5_RS03070,WA5_RS03065,A
WA5_RS03070,WA5_RS03060,A
WA5_RS03070,WA5_RS01945,A
WA5_RS03070,WA5_RS01940,A
WA5_RS03145,WA5_RS03145,A
WA5_RS03145,WA5_RS03140,A
WA5_RS03145,WA5_RS03135,A
WA5_RS03145,WA5_RS03130,A
WA5_RS03145,WA5_RS03125,A
WA5_RS03145,WA5_RS03120,R
WA5_RS03145,WA5_RS03115,R
WA5_RS03145,WA5_RS03110,R
WA5_RS03210,WA5_RS07165,R
WA5_RS03210,WA5_RS03210,R
WA5_RS03210,WA5_RS03205,R
WA5_RS03480,WA5_RS03290,R
WA5_RS03480,WA5_RS03285,R
WA5_RS03480,WA5_RS03280,R
WA5_RS03745,WA5_RS15365,R
WA5_RS03745,WA5_RS14720,R
WA5_RS03745,WA5_RS14185,A
WA5_RS03745,WA5_RS14180,A
WA5_RS03745,WA5_RS12635,A
WA5_RS03745,WA5_RS12630,A
WA5_RS03745,WA5_RS12625,A
WA5_RS03745,WA5_RS12580,R
WA5_RS03745,WA5_RS12465,R
WA5_RS03745,WA5_RS10880,A
WA5_RS03745,WA5_RS09530,A
WA5_RS03745,WA5_RS08615,A
WA5_RS03745,WA5_RS07365,A
WA5_RS03745,WA5_RS07110,R
WA5_RS03745,WA5_RS04570,R
WA5_RS03745,WA5_RS04565,A
WA5_RS03745,WA5_RS04560,A
WA5_RS03745,WA5_RS04555,A
WA5_RS03745,WA5_RS04550,A
WA5_RS03745,WA5_RS04470,R
WA5_RS03745,WA5_RS04310,R
WA5_RS03745,WA5_RS03910,R
WA5_RS03745,WA5_RS03730,R
WA5_RS03745,WA5_RS03100,R
WA5_RS03745,WA5_RS01205,A
WA5_RS03745,WA5_RS00555,A
WA5_RS03745,WA5_RS00550,A
WA5_RS03810,WA5_RS15515,A
WA5_RS03810,WA5_RS15485,A
WA5_RS03810,WA5_RS15480,A
WA5_RS03810,WA5_RS15475,A
WA5_RS03810,WA5_RS15410,A
WA5_RS03810,WA5_RS15185,
WA5_RS03810,WA5_RS15125,
WA5_RS03810,WA5_RS14925,
WA5_RS03810,WA5_RS14635,
WA5_RS03810,WA5_RS14205,
WA5_RS03810,WA5_RS14040,
WA5_RS03810,WA5_RS14005,
WA5_RS03810,WA5_RS14000,
WA5_RS03810,WA5_RS13995,
WA5_RS03810,WA5_RS13990,
WA5_RS03810,WA5_RS13905,
WA5_RS03810,WA5_RS13900,
WA5_RS03810,WA5_RS13500,
WA5_RS03810,WA5_RS13410,
WA5_RS03810,WA5_RS13355,
WA5_RS03810,WA5_RS13190,
WA5_RS03810,WA5_RS12995,
WA5_RS03810,WA5_RS12870,
WA5_RS03810,WA5_RS12835,
WA5_RS03810,WA5_RS12735,
WA5_RS03810,WA5_RS12530,
WA5_RS03810,WA5_RS12340,
WA5_RS03810,WA5_RS12075,
WA5_RS03810,WA5_RS12005,
WA5_RS03810,WA5_RS12000,
WA5_RS03810,WA5_RS11885,
WA5_RS03810,WA5_RS11880,
WA5_RS03810,WA5_RS11505,
WA5_RS03810,WA5_RS11405,
WA5_RS03810,WA5_RS11400,
WA5_RS03810,WA5_RS11295,
WA5_RS03810,WA5_RS11285,
WA5_RS03810,WA5_RS11025,
WA5_RS03810,WA5_RS10980,
WA5_RS03810,WA5_RS10925,
WA5_RS03810,WA5_RS10915,
WA5_RS03810,WA5_RS10910,
WA5_RS03810,WA5_RS10855,
WA5_RS03810,WA5_RS10780,
WA5_RS03810,WA5_RS10605,
WA5_RS03810,WA5_RS10560,
WA5_RS03810,WA5_RS10555,
WA5_RS03810,WA5_RS10550,
WA5_RS03810,WA5_RS10545,
WA5_RS03810,WA5_RS10425,
WA5_RS03810,WA5_RS10280,
WA5_RS03810,WA5_RS10265,
WA5_RS03810,WA5_RS10190,
WA5_RS03810,WA5_RS10060,
WA5_RS03810,WA5_RS10030,
WA5_RS03810,WA5_RS09980,
WA5_RS03810,WA5_RS09895,
WA5_RS03810,WA5_RS09775,
WA5_RS03810,WA5_RS09665,
WA5_RS03810,WA5_RS09580,
WA5_RS03810,WA5_RS09560,
WA5_RS03810,WA5_RS09520,
WA5_RS03810,WA5_RS09455,
WA5_RS03810,WA5_RS09445,
WA5_RS03810,WA5_RS07965,
WA5_RS03810,WA5_RS07865,
WA5_RS03810,WA5_RS07860,
WA5_RS03810,WA5_RS07815,
WA5_RS03810,WA5_RS07810,
WA5_RS03810,WA5_RS07805,
WA5_RS03810,WA5_RS07800,
WA5_RS03810,WA5_RS07795,
WA5_RS03810,WA5_RS07790,
WA5_RS03810,WA5_RS07785,
WA5_RS03810,WA5_RS07660,
WA5_RS03810,WA5_RS07645,
WA5_RS03810,WA5_RS07560,
WA5_RS03810,WA5_RS07555,
WA5_RS03810,WA5_RS07465,
WA5_RS03810,WA5_RS07460,
WA5_RS03810,WA5_RS07455,
WA5_RS03810,WA5_RS07450,
WA5_RS03810,WA5_RS07385,
WA5_RS03810,WA5_RS07240,
WA5_RS03810,WA5_RS06900,
WA5_RS03810,WA5_RS06860,
WA5_RS03810,WA5_RS06845,
WA5_RS03810,WA5_RS06330,
WA5_RS03810,WA5_RS06325,
WA5_RS03810,WA5_RS06320,
WA5_RS03810,WA5_RS06305,
WA5_RS03810,WA5_RS06175,
WA5_RS03810,WA5_RS06170,
WA5_RS03810,WA5_RS06070,
WA5_RS03810,WA5_RS06040,
WA5_RS03810,WA5_RS06035,
WA5_RS03810,WA5_RS06030,
WA5_RS03810,WA5_RS06025,
WA5_RS03810,WA5_RS06020,
WA5_RS03810,WA5_RS06015,
WA5_RS03810,WA5_RS06005,
WA5_RS03810,WA5_RS05995,
WA5_RS03810,WA5_RS05990,
WA5_RS03810,WA5_RS05985,
WA5_RS03810,WA5_RS05980,
WA5_RS03810,WA5_RS05975,
WA5_RS03810,WA5_RS05970,
WA5_RS03810,WA5_RS05965,
WA5_RS03810,WA5_RS05895,
WA5_RS03810,WA5_RS05670,
WA5_RS03810,WA5_RS05665,
WA5_RS03810,WA5_RS05635,
WA5_RS03810,WA5_RS05585,
WA5_RS03810,WA5_RS05580,
WA5_RS03810,WA5_RS05455,
WA5_RS03810,WA5_RS05330,
WA5_RS03810,WA5_RS05325,
WA5_RS03810,WA5_RS05320,
WA5_RS03810,WA5_RS05315,
WA5_RS03810,WA5_RS05175,
WA5_RS03810,WA5_RS05165,
WA5_RS03810,WA5_RS04935,
WA5_RS03810,WA5_RS04790,
WA5_RS03810,WA5_RS04065,
WA5_RS03810,WA5_RS03820,
WA5_RS03810,WA5_RS03810,
WA5_RS03810,WA5_RS03030,
WA5_RS03810,WA5_RS02670,
WA5_RS03810,WA5_RS02665,
WA5_RS03810,WA5_RS02660,
WA5_RS03810,WA5_RS02655,
WA5_RS03810,WA5_RS02430,
WA5_RS03810,WA5_RS02130,
WA5_RS03810,WA5_RS02125,
WA5_RS03810,WA5_RS01745,
WA5_RS03810,WA5_RS01640,
WA5_RS03810,WA5_RS00775,
WA5_RS03810,WA5_RS00080,
WA5_RS03820,WA5_RS15490,
WA5_RS03820,WA5_RS15485,
WA5_RS03820,WA5_RS15480,
WA5_RS03820,WA5_RS03010,
WA5_RS03820,WA5_RS01470,
WA5_RS03915,WA5_RS03925,A
WA5_RS03915,WA5_RS03920,A
WA5_RS03915,WA5_RS03915,A
